Metadata: {"arch":"arm64","console_log":["console.log","print"],"dist_size":37707457,"engine":"sablejs","repository":"https://github.com/sablejs/sablejs.git","revision":"f8236ffaeb8437230db1c3518971750586f6b842","revision_date":"2022-09-12","version":"1.1.0"}
compat-table/es6/misc.Proxy.get.Object.assign.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Object.defineProperties.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Promise.resolve.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp-constructor.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.match.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.replace.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.search.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.RegExp.flags.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.test.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.toString.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.String.match.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.String.raw.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.String.replace.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.String.search.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.String.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.ToPrimitive.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.ToPropertyDescriptor.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.instanceof.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.ownKeys.SerializeJSONObject.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.ownKeys.SetIntegrityLevel.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.ownKeys.TestIntegrityLevel.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.copyWithin.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.fill.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.from.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.of.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.pop.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.push.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.reverse.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.shift.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.splice.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.unshift.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Object.assign.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.RegExp-alter-flags.js: OK
compat-table/es6/misc.RegExp-prototype-toString-generic.js: TypeError: not a regexp
compat-table/es6/misc.accessors-no-constructor.js: failed
compat-table/es6/misc.bound-function-prototype.arrow.js: SyntaxError: Unexpected token
compat-table/es6/misc.bound-function-prototype.class.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/misc.bound-function-prototype.function.js: failed
compat-table/es6/misc.bound-function-prototype.generator.js: SyntaxError: Unexpected token
compat-table/es6/misc.bound-function-prototype.subclass.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/misc.do-while-no-semicolon.js: SyntaxError: Unexpected token
compat-table/es6/misc.duplicate-properties-strict.js: SyntaxError: Redefinition of property
compat-table/es6/misc.for-in-no-assignment-strict.js: SyntaxError: for-in loop variable declaration may not have an initializer
compat-table/es6/misc.function-length-configurable.js: OK
compat-table/es6/misc.identifier-syntax.no-escaped-reserved.js: SyntaxError: Escape sequence in keyword var
compat-table/es6/misc.identifier-syntax.var-1.js: SyntaxError: Unexpected character 'ⸯ'
compat-table/es6/misc.identifier-syntax.var-2.js: SyntaxError: Unexpected character '𐋀'
compat-table/es6/misc.property-order.JSON.parse.js: failed
compat-table/es6/misc.property-order.JSON.stringify.js: OK
compat-table/es6/misc.property-order.Object.assign.js: TypeError: undefined is not callable
compat-table/es6/misc.property-order.Object.getOwnPropertyNames.js: OK
compat-table/es6/misc.property-order.Object.keys.js: OK
compat-table/es6/misc.property-order.Reflect.ownKeys.string.js: ReferenceError: 'Reflect' is not defined
compat-table/es6/misc.property-order.Reflect.ownKeys.symbol.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.prototypes-not-instances.js: TypeError: Cannot read properties of undefined (reading 'exec')
compat-table/es6/new-target.assignment-error.js: SyntaxError: Unexpected token
compat-table/es6/new-target.constructor.js: SyntaxError: Unexpected token
compat-table/es6/regex.flags.u.case-folding.js: SyntaxError: Invalid regular expression flag
compat-table/es6/regex.flags.u.codepoint.js: SyntaxError: Invalid regular expression flag
compat-table/es6/regex.flags.u.js: SyntaxError: Invalid regular expression flag
compat-table/es6/regex.flags.u.non-bmp.js: SyntaxError: Invalid regular expression flag
compat-table/es6/regex.flags.y.js: OK
compat-table/es6/regex.flags.y.lastIndex.js: OK
compat-table/es6/rest-params.arguments.js: SyntaxError: Unexpected token
compat-table/es6/rest-params.basic.js: SyntaxError: Unexpected token
compat-table/es6/rest-params.length.js: SyntaxError: Unexpected token
compat-table/es6/rest-params.new-function.js: SyntaxError: Unexpected token
compat-table/es6/rest-params.no-setter.js: SyntaxError: Unexpected token
compat-table/es6/spread.array-call.js: SyntaxError: Unexpected token
compat-table/es6/spread.array-literal.js: SyntaxError: Unexpected token
compat-table/es6/spread.astral-call.js: SyntaxError: Unexpected token
compat-table/es6/spread.astral-literal.js: SyntaxError: Unexpected token
compat-table/es6/spread.generator-call.js: SyntaxError: Unexpected token
compat-table/es6/spread.generator-literal.js: SyntaxError: Unexpected token
compat-table/es6/spread.iterable-call.js: SyntaxError: Unexpected token
compat-table/es6/spread.iterable-instance-call.js: SyntaxError: Unexpected token
compat-table/es6/spread.iterable-instance-literal.js: SyntaxError: Unexpected token
compat-table/es6/spread.iterable-literal.js: SyntaxError: Unexpected token
compat-table/es6/spread.non-iterable-error.js: SyntaxError: Unexpected token
compat-table/es6/spread.sparse-call.js: SyntaxError: Unexpected token
compat-table/es6/spread.sparse-literal.js: SyntaxError: Unexpected token
compat-table/es6/spread.string-call.js: SyntaxError: Unexpected token
compat-table/es6/spread.string-literal.js: SyntaxError: Unexpected token
compat-table/es6/subclassing.Array.concat.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.filter.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.from.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.isArray.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.length-access.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.length-set.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.map.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.of.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.prototype-chain.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.slice.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Array.splice.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Function.call.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Function.new.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Function.prototype-chain.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Function.prototype.apply.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Function.prototype.bind.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Function.prototype.call.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Promise.all.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Promise.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Promise.prototype-chain.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.Promise.race.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.RegExp.exec.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.RegExp.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.RegExp.prototype-chain.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.RegExp.test.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.misc.Boolean.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.misc.Error.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.misc.Map.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.misc.Number.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.misc.Set.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/subclassing.misc.String.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.correct-constructor.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.expression.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.method-calls.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.new-target-binding.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.property-access.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.statement.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.static-binding.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/super.this-binding.js: SyntaxError: The keyword 'class' is reserved
compat-table/es6/tail-calls.direct.js: RangeError: Maximum call stack size exceeded
compat-table/es6/tail-calls.mutual.js: RangeError: Maximum call stack size exceeded
compat-table/es6/template.basic.js: SyntaxError: Unexpected character '`'
compat-table/es6/template.caching.js: SyntaxError: Unexpected character '`'
compat-table/es6/template.escape-sequences.js: SyntaxError: Unexpected character '`'
compat-table/es6/template.frozen-array.js: SyntaxError: Unexpected character '`'
compat-table/es6/template.line-break.js: SyntaxError: dynamic expression isn't supported at eval and Function
compat-table/es6/template.permanent-caching.js: SyntaxError: Unexpected character '`'
compat-table/es6/template.tagged.js: SyntaxError: Unexpected character '`'
compat-table/es6/template.toString.js: SyntaxError: Unexpected character '`'
compat-table/es6/typed-arrays.ArrayBuffer.Symbol.species.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Float32.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Float64.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Int8.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Int16.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Int32.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Uint8.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Uint16.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Uint32.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Float32Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Float64Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Int8Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Int16Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Int32Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Symbol.species.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.Uint8Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Uint8ClampedArray.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Uint16Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Uint32Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.constructor-iterables.js: TypeError: undefined is not callable
compat-table/es6/typed-arrays.constructor-requires-new.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.correct-prototype-chains.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.from.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.of.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.Symbol.iterator.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.copyWithin.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.entries.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.every.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.fill.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.filter.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.findIndex.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.find.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.forEach.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.indexOf.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.join.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.keys.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.lastIndexOf.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.map.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.reduceRight.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.reduce.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.reverse.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.slice.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.some.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.sort.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.subarray.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.values.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/unicode-escapes.identifier.js: SyntaxError: Unexpected token
compat-table/es6/unicode-escapes.property-access.js: SyntaxError: Unexpected token
compat-table/es6/unicode-escapes.property-key.js: SyntaxError: Unexpected token
compat-table/es6/unicode-escapes.string.js: SyntaxError: Unexpected token
compat-table/es6/well-known.hasInstance.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.isConcatSpreadable.non-spreadable.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.isConcatSpreadable.poisoned-getter.js: failed
compat-table/es6/well-known.iterator.arguments.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.iterator.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.RegExp-constructor.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.String.endsWith.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.String.includes.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.String.startsWith.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.replace.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.search.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.concat.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.filter.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.map.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.slice.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.splice.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Promise.then.js: ReferenceError: 'Promise' is not defined
compat-table/es6/well-known.species.RegExp.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toPrimitive.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.existing-builtins.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.misc-builtins.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.new-builtins.js: SyntaxError: Unexpected token
compat-table/es6/well-known.unscopables.js: ReferenceError: 'Symbol' is not defined
compat-table/es2016/Array.prototype.includes.generic.js: TypeError: cannot convert undefined to object
compat-table/es2016/Array.prototype.includes.js: TypeError: undefined is not callable
compat-table/es2016/Array.prototype.includes.sparse.js: TypeError: undefined is not callable
compat-table/es2016/Array.prototype.includes.typed-array.js: ReferenceError: 'Int8Array' is not defined
compat-table/es2016/exponentiation.assignment.js: SyntaxError: Unexpected token
compat-table/es2016/exponentiation.basic.js: SyntaxError: Unexpected token
compat-table/es2016/exponentiation.unary-negation-error.js: SyntaxError: Unexpected token
compat-table/es2016/misc.Proxy-Array-includes.js: ReferenceError: 'Proxy' is not defined
compat-table/es2016/misc.Proxy-enumerate-removed.js: ReferenceError: 'Proxy' is not defined
compat-table/es2016/misc.generator-no-new.js: SyntaxError: Unexpected token
compat-table/es2016/misc.generator-throw-inner.js: SyntaxError: Unexpected token
compat-table/es2016/misc.nested-rest-destructuring-decl.js: SyntaxError: Unexpected token
compat-table/es2016/misc.nested-rest-destructuring-params.js: SyntaxError: Unexpected token
compat-table/es2016/misc.strict-fn-non-simple-params-error.js: SyntaxError: Unexpected token
compat-table/es2017/Atomics.add.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.and.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.compareExchange.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.exchange.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.isLockFree.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.load.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.notify.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.or.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.store.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.sub.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.wait.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.xor.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Object.entries.js: TypeError: undefined is not callable
compat-table/es2017/Object.getOwnPropertyDescriptors.js: TypeError: undefined is not callable
compat-table/es2017/Object.getOwnPropertyDescriptors.no-undefined.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/Object.values.js: TypeError: undefined is not callable
compat-table/es2017/SharedArrayBuffer.Symbol.species.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.js: failed
compat-table/es2017/SharedArrayBuffer.prototype.Symbol.toStringTag.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.prototype.byteLength.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.prototype.slice.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/String.prototype.padEnd.js: TypeError: undefined is not callable
compat-table/es2017/String.prototype.padStart.js: TypeError: undefined is not callable
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: ReferenceError: '__defineGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: TypeError: cannot convert undefined to object
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: ReferenceError: '__defineSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: TypeError: cannot convert undefined to object
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: ReferenceError: '__lookupGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: TypeError: cannot convert undefined to object
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: TypeError: cannot convert undefined to object
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: TypeError: undefined is not callable
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: ReferenceError: '__lookupSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: TypeError: cannot convert undefined to object
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: TypeError: cannot convert undefined to object
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: TypeError: undefined is not callable
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: SyntaxError: for-in loop variable declaration may not have an initializer
compat-table/es2017/async.Symbol.toStringTag.js: SyntaxError: Unexpected token
compat-table/es2017/async.arrow-in-class.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2017/async.arrow.js: SyntaxError: Assigning to rvalue
compat-table/es2017/async.await-non-promise.js: SyntaxError: Unexpected token
compat-table/es2017/async.await-rejection.js: SyntaxError: Unexpected token
compat-table/es2017/async.await.js: SyntaxError: Unexpected token
compat-table/es2017/async.constructor.js: SyntaxError: Unexpected token
compat-table/es2017/async.methods-class.js: SyntaxError: The keyword 'class' is reserved
compat-table/es2017/async.methods-object.js: SyntaxError: Unexpected token
compat-table/es2017/async.must-await-value.js: SyntaxError: Unexpected token
compat-table/es2017/async.no-await-in-params.js: SyntaxError: Unexpected token
compat-table/es2017/async.no-line-break.js: SyntaxError: Unexpected token
compat-table/es2017/async.no-prototype.js: SyntaxError: Unexpected token
compat-table/es2017/async.prototype-chain.js: SyntaxError: Unexpected token
compat-table/es2017/async.return.js: SyntaxError: Unexpected token
compat-table/es2017/async.throw.js: SyntaxError: Unexpected token
compat-table/es2017/misc.arguments-caller-removed.js: OK
compat-table/es2017/regex.flags.u.case-folding.js: SyntaxError: Invalid regular expression flag
compat-table/es2017/trailing-comma.arguments.js: SyntaxError: Unexpected token
compat-table/es2017/trailing-comma.params.js: SyntaxError: Unexpected token
compat-table/es2018/Promise.prototype.finally.change-rejection.js: ReferenceError: 'Promise' is not defined
compat-table/es2018/Promise.prototype.finally.js: ReferenceError: 'Promise' is not defined
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: ReferenceError: 'Promise' is not defined
compat-table/es2018/async-iterators.for-await-of.js: SyntaxError: Unexpected token
compat-table/es2018/async-iterators.generators.js: SyntaxError: Unexpected token
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: SyntaxError: Unexpected token
compat-table/es2018/misc.template-literal-revision.js: SyntaxError: Unexpected character '`'
compat-table/es2018/object-rest.js: SyntaxError: Unexpected token
compat-table/es2018/object-spread.js: SyntaxError: Unexpected token
compat-table/es2018/regex.flags.s.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2018/regex.lookbehind.js: SyntaxError: Invalid regular expression: /(?<=a)b/: Invalid group
compat-table/es2018/regex.named-capture-groups.js: SyntaxError: Invalid regular expression: /(?<year>\d{4})-(?<month>\d{2})-(?<day>\d{2})/: Invalid group
compat-table/es2018/regex.unicode-property-escapes.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: SyntaxError: Invalid regular expression flag
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: SyntaxError: Invalid regular expression flag
compat-table/es2019/Array.prototype.flatMap.js: TypeError: undefined is not callable
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/Array.prototype.flat.js: TypeError: undefined is not callable
compat-table/es2019/Object.fromEntries.js: ReferenceError: 'Map' is not defined
compat-table/es2019/String.prototype.trimEnd.js: TypeError: undefined is not callable
compat-table/es2019/String.prototype.trimStart.js: TypeError: undefined is not callable
compat-table/es2019/Symbol.prototype.description.empty.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.undefined.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/annex-b.String.prototype.trimLeft.js: TypeError: undefined is not callable
compat-table/es2019/annex-b.String.prototype.trimRight.js: TypeError: undefined is not callable
compat-table/es2019/misc.Function-toString.Function-constructor.js: SyntaxError: Unexpected token
compat-table/es2019/misc.Function-toString.arrows.js: SyntaxError: dynamic expression isn't supported at eval and Function
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: SyntaxError: dynamic expression isn't supported at eval and Function
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: SyntaxError: dynamic expression isn't supported at eval and Function
compat-table/es2019/misc.Function-toString.computed-names.js: SyntaxError: dynamic expression isn't supported at eval and Function
compat-table/es2019/misc.Function-toString.native-code.js: SyntaxError: The keyword 'const' is reserved
compat-table/es2019/misc.Function-toString.unicode-escapes.js: SyntaxError: dynamic expression isn't supported at eval and Function
compat-table/es2019/misc.JSON-stringify-well-formed.js: OK
compat-table/es2019/misc.JSON-superset.line-separator.js: SyntaxError: Unterminated string constant
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: SyntaxError: Unterminated string constant
compat-table/es2019/misc.optional-catch-binding.await.js: SyntaxError: Unexpected token
